valuation_id,loan_id,property_address,property_type,appraised_value,assessed_value,square_footage,year_built,bedrooms,bathrooms,appraisal_date,appraiser_name,appraisal_company
VAL000182,LOAN0000597,2816 Oak Ave,Townhouse,2948238.54,2327251.04,2162,2000,1,2.0,2024-12-20,Christopher Clark,Accurate Appraisals Inc
VAL000183,LOAN0000598,5809 Cedar Blvd,Multi-Family,87525.18,74604.67,2405,1952,3,1.0,2024-01-29,Ashley Mitchell,National Appraisal Co
VAL000184,LOAN0000600,4609 Cedar St,Commercial,33903.5,27059.63,4070,1951,5,1.6,2023-01-20,Donald Miller,Quality Assessment LLC
VAL000185,LOAN0000604,8678 Oak Blvd,Commercial,3842257.77,2588098.87,1162,1973,4,2.4,2024-12-07,Mary Gonzalez,Accurate Appraisals Inc
VAL000186,LOAN0000609,8832 Cedar St,Condo,472875.63,378195.6,1478,2006,3,1.7,2024-03-23,Barbara Hernandez,National Appraisal Co
VAL000187,LOAN0000610,5224 Oak Blvd,Commercial,13000.79,9383.14,4330,1977,3,3.5,2023-12-07,Carol Martin,Premier Appraisers
VAL000188,LOAN0000611,8495 Oak St,Commercial,43746.27,30131.17,1153,1995,3,3.7,2024-10-29,Kimberly Garcia,National Appraisal Co
VAL000189,LOAN0000618,779 Maple Ave,Townhouse,254346.59,181452.66,1571,1988,6,1.4,2024-12-22,Margaret Jones,Quality Assessment LLC
VAL000190,LOAN0000620,411 Oak Blvd,Single Family,70713.42,59217.48,1195,1988,4,1.9,2024-07-28,Charles Gonzalez,National Appraisal Co
VAL000191,LOAN0000631,733 Cedar Ave,Condo,1071874.79,777447.67,992,1997,3,1.6,2023-12-05,Michelle Lewis,Premier Appraisers
VAL000192,LOAN0000632,7999 Oak Ave,Townhouse,184720.89,143413.29,3623,1971,2,1.7,2024-06-19,Dorothy Davis,Quality Assessment LLC
VAL000193,LOAN0000639,6629 Maple Blvd,Townhouse,4084149.06,2795175.49,3905,2011,5,3.6,2023-08-08,Susan Lee,Metro Valuations
VAL000194,LOAN0000643,4076 Main Ave,Multi-Family,780884.48,589365.68,3850,1971,6,1.8,2023-03-01,Kenneth Mitchell,Accurate Appraisals Inc
VAL000195,LOAN0000653,106 Oak St,Condo,2387550.53,1946652.25,3029,1960,6,1.7,2024-03-21,Michelle Miller,Accurate Appraisals Inc
VAL000196,LOAN0000654,4330 Cedar Blvd,Commercial,80460.14,55611.69,4274,1968,5,2.6,2024-01-29,Carol Johnson,Accurate Appraisals Inc
VAL000197,LOAN0000656,5730 Maple St,Condo,526937.24,391431.72,1941,2012,5,3.9,2023-08-15,Ashley Hernandez,Metro Valuations
VAL000198,LOAN0000658,3606 Cedar Blvd,Single Family,215240.29,164377.82,4375,2004,5,1.9,2024-06-11,David Martin,Accurate Appraisals Inc
VAL000199,LOAN0000661,1295 Cedar Ave,Commercial,2569732.17,2185939.56,1361,1976,6,2.5,2023-09-03,Jennifer Allen,Metro Valuations
VAL000200,LOAN0000662,7917 Maple Ave,Condo,94223.68,66251.43,4287,2022,2,3.2,2023-12-01,Rebecca Flores,Accurate Appraisals Inc
VAL000201,LOAN0000664,5257 Oak Ave,Multi-Family,49701.59,41362.55,3114,1967,3,2.1,2024-05-30,Jason Anderson,Quality Assessment LLC
VAL000202,LOAN0000665,3567 Main Blvd,Commercial,470972.49,417013.59,4741,1957,6,2.3,2023-04-23,Joseph Ramirez,Premier Appraisers
VAL000203,LOAN0000666,9015 Maple Blvd,Commercial,3158010.3,2541924.12,1882,1978,5,1.4,2023-12-11,Ashley Perez,Metro Valuations
VAL000204,LOAN0000669,3213 Oak Ave,Townhouse,769069.53,583475.89,2208,1969,3,3.1,2023-05-09,Amanda Davis,Accurate Appraisals Inc
VAL000205,LOAN0000670,6758 Main Ave,Single Family,341163.2,233371.94,3673,1999,5,1.6,2024-06-29,John Martinez,Metro Valuations
VAL000206,LOAN0000675,864 Main Blvd,Commercial,1843944.34,1503144.87,1234,2020,5,3.5,2024-10-05,Edward Moore,Accurate Appraisals Inc
VAL000207,LOAN0000681,8643 Cedar St,Condo,36503.99,28154.51,2821,1976,6,3.0,2024-10-28,Timothy Nguyen,Accurate Appraisals Inc
VAL000208,LOAN0000686,7200 Pine Ave,Multi-Family,1760578.59,1469457.99,1036,2017,2,3.8,2023-05-26,John Walker,Premier Appraisers
VAL000209,LOAN0000688,862 Oak St,Single Family,2653681.9,2229129.49,1456,1964,6,3.8,2023-09-02,Margaret Adams,Accurate Appraisals Inc
VAL000210,LOAN0000690,8595 Main Blvd,Condo,73283.84,51970.2,4351,1963,4,1.6,2024-10-25,Emily Nelson,Quality Assessment LLC
VAL000211,LOAN0000693,5651 Pine Blvd,Townhouse,102675.95,83785.48,1545,1987,2,1.3,2023-09-19,Mark Miller,Quality Assessment LLC
VAL000212,LOAN0000695,1479 Maple Blvd,Townhouse,2338137.5,2068985.42,2072,2009,5,1.7,2024-10-03,Sandra Allen,Quality Assessment LLC
VAL000213,LOAN0000697,7484 Pine Ave,Single Family,271615.52,250569.77,4954,2006,6,3.3,2024-10-24,Joseph Allen,Quality Assessment LLC
VAL000214,LOAN0000700,4479 Pine St,Multi-Family,73484.38,55260.23,2921,1985,4,3.1,2023-11-28,Sandra Lopez,Metro Valuations
VAL000215,LOAN0000701,3342 Pine Ave,Condo,33821.57,27742.75,2595,1955,6,1.3,2023-02-01,George White,Quality Assessment LLC
VAL000216,LOAN0000703,1645 Oak St,Multi-Family,3179822.1,2436210.09,3855,1975,6,1.1,2024-05-24,Karen Wright,Premier Appraisers
VAL000217,LOAN0000704,8616 Pine Blvd,Single Family,677404.0,523512.2,3577,1959,6,2.4,2023-01-24,Stephanie King,Metro Valuations
VAL000218,LOAN0000709,7222 Maple Blvd,Condo,1925345.3,1348922.68,3097,2021,4,2.6,2023-04-14,Jessica Taylor,Metro Valuations
VAL000219,LOAN0000711,813 Main Ave,Townhouse,123386.83,93279.43,4068,1970,2,2.7,2023-10-04,Sharon White,Accurate Appraisals Inc
VAL000220,LOAN0000713,3878 Pine St,Commercial,188388.4,167822.38,3039,1956,6,2.8,2024-02-22,Jessica Mitchell,Quality Assessment LLC
VAL000221,LOAN0000715,2247 Cedar St,Townhouse,29176.02,21638.6,1510,2006,5,2.5,2024-10-11,James Brown,Premier Appraisers
VAL000222,LOAN0000718,204 Main St,Commercial,2556875.75,2021288.89,3794,1968,6,3.5,2024-07-14,Kenneth Hall,National Appraisal Co
VAL000223,LOAN0000719,7583 Pine Blvd,Multi-Family,755770.74,578731.61,1459,1961,5,1.8,2023-08-16,Jason Moore,Quality Assessment LLC
VAL000224,LOAN0000720,9115 Oak St,Townhouse,24360.34,19972.6,2912,1964,2,3.9,2023-05-09,Ashley Jones,National Appraisal Co
VAL000225,LOAN0000734,7445 Maple Blvd,Commercial,949308.22,874062.18,3022,2011,3,3.4,2023-02-16,Steven Smith,National Appraisal Co
VAL000226,LOAN0000737,8794 Cedar Blvd,Single Family,1270639.38,1088190.79,2210,2020,6,1.5,2023-01-31,Donna King,Quality Assessment LLC
VAL000227,LOAN0000744,8989 Pine Blvd,Multi-Family,2344719.26,1895783.53,4290,1993,2,1.0,2024-06-05,Michelle Sanchez,Metro Valuations
VAL000228,LOAN0000746,2326 Cedar St,Townhouse,92296.99,70231.94,1711,1977,6,2.8,2024-11-25,Dorothy Brown,Accurate Appraisals Inc
VAL000229,LOAN0000751,6611 Maple St,Single Family,159696.26,144044.74,1007,2007,5,3.7,2023-03-16,Lisa Adams,Quality Assessment LLC
VAL000230,LOAN0000760,1064 Maple St,Townhouse,73406.92,58266.93,4903,2000,6,2.3,2024-05-08,William Rivera,Premier Appraisers
VAL000231,LOAN0000761,2754 Oak St,Single Family,747514.17,576760.01,3359,1999,4,2.8,2024-02-28,Nancy Smith,Metro Valuations
VAL000232,LOAN0000773,9295 Cedar St,Townhouse,711541.99,495610.33,2855,1987,2,2.0,2024-09-28,Kimberly Davis,Quality Assessment LLC
VAL000233,LOAN0000778,8482 Maple Blvd,Single Family,84097.87,58291.38,892,2010,3,3.4,2023-08-29,Joseph Williams,Premier Appraisers
VAL000234,LOAN0000780,2171 Cedar Ave,Commercial,3522947.44,2955639.53,1077,2019,2,3.9,2024-03-18,Carol Jones,Metro Valuations
VAL000235,LOAN0000783,8240 Main Blvd,Townhouse,1813191.59,1359899.5,3194,1968,5,1.9,2024-08-04,Rebecca Smith,National Appraisal Co
VAL000236,LOAN0000786,6863 Main Ave,Multi-Family,1996084.32,1794021.33,2633,2014,4,1.6,2023-01-15,Anthony Harris,Metro Valuations
VAL000237,LOAN0000787,2207 Maple St,Single Family,1166322.24,922417.31,4183,1983,6,1.8,2023-08-01,Timothy Rivera,Accurate Appraisals Inc
VAL000238,LOAN0000797,4958 Maple Blvd,Multi-Family,78927.24,57604.12,4299,1983,4,2.6,2024-06-04,Ashley Martin,Metro Valuations
VAL000239,LOAN0000807,8593 Maple Blvd,Townhouse,753067.54,543222.87,1106,1960,4,3.2,2024-09-08,George Walker,Metro Valuations
VAL000240,LOAN0000810,8747 Oak Blvd,Commercial,51474.28,36648.8,3632,1960,1,1.3,2023-02-13,Sandra Rivera,Quality Assessment LLC
VAL000241,LOAN0000812,8678 Pine Blvd,Single Family,42663.64,39520.81,3319,2005,1,2.0,2024-05-07,Sarah Allen,Quality Assessment LLC
VAL000242,LOAN0000816,3729 Maple St,Multi-Family,968807.08,801563.91,2669,1952,5,2.0,2024-04-20,Ashley Johnson,National Appraisal Co
VAL000243,LOAN0000818,6854 Main Ave,Single Family,1473600.36,1099901.17,3159,1964,3,3.0,2024-12-06,Andrew Lee,Premier Appraisers
VAL000244,LOAN0000829,2433 Maple Ave,Single Family,1958512.82,1634664.94,1940,1970,4,3.5,2023-03-08,Anthony Davis,Quality Assessment LLC
VAL000245,LOAN0000830,2105 Maple Blvd,Townhouse,3066731.14,2174205.19,3934,2008,6,1.6,2024-10-31,Timothy Johnson,Quality Assessment LLC
VAL000246,LOAN0000833,1225 Maple Ave,Multi-Family,2254562.22,1713916.73,1097,1951,2,1.4,2024-06-09,Donald Hall,Metro Valuations
VAL000247,LOAN0000834,4281 Cedar Blvd,Single Family,2837737.38,2179224.54,1797,1952,3,3.5,2023-04-23,Jennifer Smith,National Appraisal Co
VAL000248,LOAN0000847,1579 Pine St,Condo,102283.44,81909.91,1743,1971,3,1.7,2023-06-13,Kevin Perez,Metro Valuations
VAL000249,LOAN0000848,5762 Cedar St,Multi-Family,2899168.43,2041153.59,1775,1986,2,1.8,2023-05-18,Brian Moore,Premier Appraisers
VAL000250,LOAN0000851,842 Maple St,Multi-Family,2712554.74,2173941.85,4904,1981,2,3.6,2023-05-22,David Jackson,Metro Valuations
VAL000251,LOAN0000858,6185 Maple St,Single Family,196918.42,174469.27,3442,2020,3,3.0,2023-06-28,Dorothy Allen,Premier Appraisers
VAL000252,LOAN0000860,7864 Oak St,Multi-Family,10622.1,8208.86,4991,1954,3,2.0,2023-09-20,Donald White,Quality Assessment LLC
VAL000253,LOAN0000868,4083 Oak Blvd,Townhouse,3047396.92,2377694.2,2154,1966,2,2.1,2024-03-20,Jason Davis,National Appraisal Co
VAL000254,LOAN0000869,914 Oak Blvd,Townhouse,2108739.07,1696021.92,1947,1971,2,1.3,2023-10-17,Deborah Jones,National Appraisal Co
VAL000255,LOAN0000870,4314 Pine Ave,Townhouse,799282.89,538845.1,3616,1957,1,3.6,2024-07-09,Paul Rivera,Accurate Appraisals Inc
VAL000256,LOAN0000871,9222 Maple Blvd,Multi-Family,460235.6,370677.11,2102,2017,1,1.0,2024-08-10,Michael Lewis,Accurate Appraisals Inc
VAL000257,LOAN0000872,676 Pine Ave,Townhouse,1554620.4,1257667.96,3171,1972,2,3.3,2024-03-18,Betty Rodriguez,Premier Appraisers
VAL000258,LOAN0000878,253 Cedar Blvd,Single Family,1601866.57,1160407.93,4002,1990,2,2.6,2023-03-04,Brian Smith,National Appraisal Co
VAL000259,LOAN0000879,7264 Cedar Blvd,Single Family,33839.97,25161.43,3890,1999,2,2.3,2024-07-16,Susan Moore,Metro Valuations
VAL000260,LOAN0000889,9502 Cedar Blvd,Single Family,1951366.63,1680945.48,4541,1961,5,3.3,2024-01-12,Anthony Baker,Metro Valuations
VAL000261,LOAN0000893,7001 Maple St,Condo,3318201.12,2389844.32,1475,1994,4,1.4,2023-10-19,Nancy Martin,Premier Appraisers
VAL000262,LOAN0000896,1244 Oak Blvd,Condo,1581159.92,1299658.31,1121,1971,1,4.0,2024-06-28,Ashley Walker,Accurate Appraisals Inc
VAL000263,LOAN0000899,3779 Cedar Blvd,Commercial,1194799.3,893893.62,831,2020,5,2.2,2023-12-31,Mary Hernandez,Metro Valuations
VAL000264,LOAN0000900,6185 Cedar St,Condo,187388.19,145415.49,4285,2022,2,1.8,2023-07-08,Matthew Nguyen,Premier Appraisers
VAL000265,LOAN0000904,7335 Cedar Blvd,Single Family,1237551.31,815693.29,3826,1990,3,1.9,2024-06-19,Sharon Moore,Accurate Appraisals Inc
VAL000266,LOAN0000909,1524 Cedar Ave,Multi-Family,1345167.72,1016056.3,1533,2011,4,1.6,2024-09-16,James Baker,Quality Assessment LLC
VAL000267,LOAN0000913,8874 Maple Blvd,Multi-Family,2814963.08,1891276.41,4957,2017,2,3.8,2023-01-29,Emily Jones,Premier Appraisers
VAL000268,LOAN0000914,5313 Pine St,Townhouse,1555488.31,1285616.6,4676,2022,2,1.8,2024-07-19,David Mitchell,Premier Appraisers
VAL000269,LOAN0000916,8360 Maple St,Multi-Family,1862730.76,1522452.29,2901,2002,3,1.6,2023-06-04,Timothy Smith,National Appraisal Co
VAL000270,LOAN0000923,9183 Main Ave,Commercial,137378.22,117648.13,2048,2021,2,2.2,2024-01-01,Paul Walker,Metro Valuations
VAL000271,LOAN0000926,6393 Maple Ave,Townhouse,710824.59,523206.87,2721,1998,2,1.8,2024-04-21,Dorothy Miller,Premier Appraisers
VAL000272,LOAN0000928,7506 Cedar St,Multi-Family,122687.85,94184.04,1878,1978,6,2.0,2024-08-23,William Adams,National Appraisal Co
VAL000273,LOAN0000929,6523 Oak St,Townhouse,3326564.81,2584723.17,1509,1964,5,3.4,2023-03-20,Michelle Perez,National Appraisal Co
VAL000274,LOAN0000931,6608 Cedar St,Commercial,2756498.01,2383724.75,1305,2012,5,1.3,2024-07-22,Stephanie Thomas,Accurate Appraisals Inc
VAL000275,LOAN0000937,643 Maple Ave,Multi-Family,71928.43,60894.43,1628,1955,6,3.7,2023-01-16,Carol Thompson,Accurate Appraisals Inc
VAL000276,LOAN0000939,3911 Oak St,Single Family,36701.64,25641.99,2620,1967,2,1.7,2023-12-26,Michelle Hill,Quality Assessment LLC
VAL000277,LOAN0000942,1982 Cedar Ave,Commercial,790829.46,604103.62,2426,1974,5,2.0,2023-12-10,Steven Hernandez,Premier Appraisers
VAL000278,LOAN0000949,830 Main Ave,Multi-Family,13888.46,9845.97,2965,1978,3,1.8,2023-09-19,Charles Adams,National Appraisal Co
VAL000279,LOAN0000950,8013 Cedar Ave,Condo,2094561.94,1516145.49,3380,1993,3,1.4,2024-07-22,Paul Taylor,Quality Assessment LLC
VAL000280,LOAN0000957,7874 Main Blvd,Commercial,76880.47,56392.54,3639,1957,3,1.4,2024-05-06,Brian Williams,Premier Appraisers
VAL000281,LOAN0000960,9628 Maple St,Multi-Family,2847037.68,2185545.42,1486,1955,5,3.1,2023-01-04,Michelle Clark,Metro Valuations
VAL000282,LOAN0000963,9274 Maple Blvd,Condo,1037877.78,800399.37,2838,1978,6,2.3,2024-10-14,Amanda Sanchez,Premier Appraisers
VAL000283,LOAN0000969,489 Pine Blvd,Commercial,1351107.9,985066.34,865,2008,3,1.3,2023-08-06,Betty Gonzalez,Quality Assessment LLC
VAL000284,LOAN0000971,5222 Oak Ave,Single Family,1363982.38,1083713.37,1911,2023,4,3.1,2024-04-01,Brian Baker,Quality Assessment LLC
VAL000285,LOAN0000972,6166 Pine Ave,Multi-Family,99636.19,77113.87,3941,1962,2,3.8,2024-08-26,Matthew Nelson,Quality Assessment LLC
VAL000286,LOAN0000975,2458 Cedar Ave,Commercial,93869.94,70700.98,2998,1976,6,3.4,2023-11-11,George Hill,Premier Appraisers
VAL000287,LOAN0000976,4810 Main St,Multi-Family,59726.77,44909.65,1139,1957,3,3.8,2024-12-05,Linda Martin,Quality Assessment LLC
VAL000288,LOAN0000979,6119 Oak St,Multi-Family,523036.52,393888.89,1237,1966,2,2.2,2023-06-14,David Sanchez,Accurate Appraisals Inc
VAL000289,LOAN0000984,9664 Cedar St,Single Family,1709345.39,1271581.56,4663,1987,2,1.1,2023-10-10,Emily Rodriguez,Premier Appraisers
VAL000290,LOAN0000986,6234 Pine Blvd,Multi-Family,2317378.69,1584605.5,4048,1953,5,2.8,2023-05-20,Sharon Lee,Metro Valuations
VAL000291,LOAN0000988,9099 Main Ave,Commercial,2888763.4,2191258.1,2064,1951,6,3.3,2023-02-16,George Moore,Premier Appraisers
VAL000292,LOAN0000991,2671 Cedar Blvd,Townhouse,483749.08,346747.01,2841,2023,6,1.3,2024-10-01,Michelle Thomas,Accurate Appraisals Inc
VAL000293,LOAN0000992,8289 Oak Ave,Single Family,390513.43,279094.03,4927,1995,2,3.9,2023-01-04,Kenneth Mitchell,Accurate Appraisals Inc
VAL000294,LOAN0000993,2377 Pine Blvd,Commercial,72194.27,54565.28,4417,1999,6,3.8,2023-11-17,Donald Young,Premier Appraisers
VAL000295,LOAN0000996,4053 Cedar St,Condo,31837.97,24949.42,2843,2017,5,1.6,2023-09-28,Lisa Baker,Premier Appraisers
VAL000296,LOAN0000998,6141 Main Blvd,Commercial,2082530.91,1436375.26,1889,2019,3,2.5,2023-05-25,Stephanie Harris,National Appraisal Co
VAL000297,LOAN0000999,6754 Pine Ave,Commercial,21909.08,17840.84,2353,2015,6,2.8,2024-02-14,Donald Hall,Metro Valuations
VAL000298,LOAN0001000,8969 Maple Blvd,Multi-Family,848089.03,586584.96,1061,2007,1,4.0,2024-11-01,Linda Scott,National Appraisal Co
VAL000299,LOAN0001005,5718 Maple Blvd,Multi-Family,90456.88,79261.93,4897,1998,4,2.3,2024-08-11,Joseph Rodriguez,National Appraisal Co
VAL000300,LOAN0001006,6773 Maple Ave,Condo,471195.68,387431.99,2141,2005,3,2.4,2024-03-05,Richard Clark,National Appraisal Co
VAL000301,LOAN0001013,4942 Main St,Multi-Family,2079696.8,1584952.35,1650,2002,6,2.7,2023-04-12,Sandra Jones,Premier Appraisers
VAL000302,LOAN0001014,1750 Main St,Single Family,102958.91,79935.96,3605,1980,3,3.5,2023-10-29,Jason Clark,Metro Valuations
VAL000303,LOAN0001015,2344 Oak Ave,Commercial,233076.15,168429.68,4198,1962,6,3.3,2024-05-17,Paul Allen,Premier Appraisers
VAL000304,LOAN0001016,2324 Main St,Townhouse,112406.21,95084.9,1504,2015,4,3.3,2023-10-22,Linda Jackson,Accurate Appraisals Inc
VAL000305,LOAN0001018,8275 Oak St,Townhouse,1587904.43,1180137.48,3745,1985,3,1.4,2023-03-06,Susan Davis,Accurate Appraisals Inc
VAL000306,LOAN0001019,7600 Cedar Ave,Commercial,1418832.51,1142971.94,3043,1998,5,2.6,2024-01-22,Steven Baker,National Appraisal Co
VAL000307,LOAN0001021,6646 Pine Ave,Commercial,1612409.9,1186377.82,3459,1998,5,3.2,2024-12-28,Patricia Green,Premier Appraisers
VAL000308,LOAN0001027,5195 Main Blvd,Commercial,3287637.29,2530482.52,3340,2016,1,2.4,2024-08-20,Rebecca Rivera,Premier Appraisers
VAL000309,LOAN0001033,4754 Maple Blvd,Single Family,64048.38,49422.32,4282,1960,4,1.9,2024-02-10,Deborah Young,National Appraisal Co
VAL000310,LOAN0001036,5469 Maple Ave,Townhouse,1495258.67,1372863.93,3609,1953,4,2.5,2024-06-12,Susan Williams,National Appraisal Co
VAL000311,LOAN0001041,1234 Maple Blvd,Commercial,54876.61,46353.45,3608,2006,6,4.0,2024-05-29,Patricia Davis,Metro Valuations
VAL000312,LOAN0001047,5827 Main Blvd,Single Family,3077177.25,2386947.87,2740,2020,5,3.7,2024-03-20,Jennifer Hall,Premier Appraisers
VAL000313,LOAN0001051,8481 Pine Ave,Condo,1226481.29,924436.01,2691,1988,4,3.5,2024-11-18,Timothy Baker,Metro Valuations
VAL000314,LOAN0001052,8655 Main Blvd,Multi-Family,2645262.97,1947527.16,2889,1985,2,2.1,2023-03-30,Michael Gonzalez,Metro Valuations
VAL000315,LOAN0001055,1563 Cedar St,Multi-Family,2148661.81,1858454.93,4804,1950,2,1.6,2024-11-02,Karen Miller,National Appraisal Co
VAL000316,LOAN0001057,8111 Maple Ave,Commercial,192324.48,166801.39,1318,2004,3,1.6,2024-08-04,Steven Sanchez,Quality Assessment LLC
VAL000317,LOAN0001059,921 Pine Ave,Single Family,102590.52,90203.45,3874,1981,3,3.6,2024-10-13,Jessica Taylor,Quality Assessment LLC
VAL000318,LOAN0001065,9382 Pine Ave,Multi-Family,2199296.0,2005580.43,1311,1957,3,1.1,2023-01-28,Sandra Martinez,Quality Assessment LLC
VAL000319,LOAN0001072,8190 Oak Blvd,Single Family,728924.01,540368.59,1265,1992,3,1.9,2024-09-27,Betty Young,Quality Assessment LLC
VAL000320,LOAN0001076,2020 Oak Blvd,Condo,1515574.65,1081814.03,1818,1970,3,2.2,2023-08-19,George Rivera,National Appraisal Co
VAL000321,LOAN0001081,4546 Oak St,Townhouse,19897.4,16711.81,1767,1971,1,3.0,2024-01-19,Edward Hall,Accurate Appraisals Inc
VAL000322,LOAN0001082,3779 Oak St,Townhouse,330552.1,268573.59,2767,2016,2,1.5,2024-05-10,Mark Adams,National Appraisal Co
VAL000323,LOAN0001084,4233 Main Ave,Multi-Family,43862.13,37962.55,3920,2018,5,2.6,2023-12-10,Ronald Jackson,Accurate Appraisals Inc
VAL000324,LOAN0001086,5588 Maple St,Commercial,92198.06,70758.62,2316,1956,4,1.6,2024-08-28,Betty Young,Accurate Appraisals Inc
VAL000325,LOAN0001087,9991 Maple St,Multi-Family,115129.67,89696.72,2986,1953,2,2.4,2023-05-04,Jennifer Nelson,Accurate Appraisals Inc
VAL000326,LOAN0001094,5896 Pine Ave,Single Family,56961.74,42012.68,4994,1990,4,1.2,2024-03-07,Daniel White,Accurate Appraisals Inc
VAL000327,LOAN0001097,4314 Cedar Blvd,Single Family,1608848.08,1049737.46,1746,1960,2,3.2,2023-07-16,Ronald Rivera,National Appraisal Co
VAL000328,LOAN0001101,9625 Main St,Multi-Family,95868.06,68818.73,4112,1965,6,1.3,2024-07-31,Melissa Hill,Premier Appraisers
VAL000329,LOAN0001116,7917 Cedar St,Townhouse,62570.43,43137.24,954,1986,3,2.3,2023-12-10,Mark Miller,Accurate Appraisals Inc
VAL000330,LOAN0001117,119 Main Ave,Single Family,2543383.84,2064430.27,3278,1979,4,2.8,2024-12-26,Emily Nelson,National Appraisal Co
VAL000331,LOAN0001118,6070 Pine St,Multi-Family,51503.1,34136.45,3479,1965,1,2.8,2024-08-11,Kimberly Anderson,National Appraisal Co
VAL000332,LOAN0001121,8100 Pine St,Condo,181387.54,138639.93,1116,1980,5,1.9,2023-11-03,Mark Torres,Premier Appraisers
VAL000333,LOAN0001124,9599 Maple Blvd,Single Family,400275.11,332499.14,3777,1994,5,1.7,2023-09-17,Joshua Jones,Quality Assessment LLC
VAL000334,LOAN0001129,8597 Maple Blvd,Single Family,2403544.09,1950520.55,4065,1985,4,1.3,2024-03-06,Kenneth Rodriguez,National Appraisal Co
VAL000335,LOAN0001130,7722 Pine Ave,Townhouse,122065.86,99900.94,4480,1994,3,2.5,2024-09-21,Sandra Green,National Appraisal Co
VAL000336,LOAN0001140,8545 Oak Ave,Commercial,932049.24,827753.13,3378,1955,5,1.9,2023-05-26,Robert Young,Metro Valuations
VAL000337,LOAN0001142,683 Oak St,Townhouse,98915.72,80394.15,2479,1967,5,2.5,2023-02-24,John Lewis,Quality Assessment LLC
VAL000338,LOAN0001145,2110 Cedar St,Single Family,2033715.29,1553734.37,4132,2014,1,2.8,2024-02-09,George Sanchez,Metro Valuations
VAL000339,LOAN0001157,3574 Main Ave,Single Family,18419.58,15311.93,1207,1952,6,2.2,2023-04-26,Elizabeth Walker,Metro Valuations
VAL000340,LOAN0001158,4514 Maple Blvd,Single Family,2052393.76,1664448.82,4481,1996,3,3.4,2023-10-18,Elizabeth Wilson,Quality Assessment LLC
VAL000341,LOAN0001163,6711 Oak Ave,Single Family,813596.32,654689.16,1676,2008,5,2.4,2023-04-03,Kenneth Gonzalez,Quality Assessment LLC
VAL000342,LOAN0001164,1887 Maple Blvd,Commercial,17606.46,12224.77,4842,1997,2,3.3,2023-04-10,Michelle Davis,Metro Valuations
VAL000343,LOAN0001167,6821 Pine Blvd,Single Family,3902909.13,2868018.8,2206,1965,2,2.8,2023-08-11,Kimberly Torres,Premier Appraisers
VAL000344,LOAN0001171,6134 Pine St,Townhouse,2140937.12,1619265.19,2181,1968,3,3.0,2024-05-01,Kimberly Hall,National Appraisal Co
VAL000345,LOAN0001174,1132 Pine St,Multi-Family,2703582.55,2198225.02,3871,2022,4,1.7,2023-03-31,Deborah Brown,Premier Appraisers
VAL000346,LOAN0001184,5850 Pine Blvd,Single Family,12936.36,10327.08,4212,1974,2,3.9,2024-01-14,Melissa Lopez,Premier Appraisers
VAL000347,LOAN0001186,6571 Cedar Ave,Multi-Family,111973.84,100982.42,4606,1950,3,1.7,2024-08-09,Kevin King,Accurate Appraisals Inc
VAL000348,LOAN0001193,2266 Maple St,Multi-Family,764230.84,611255.52,3725,1996,2,2.4,2024-08-21,Kimberly Johnson,Accurate Appraisals Inc
