payment_id,loan_id,payment_date,due_date,amount_due,amount_paid,principal_amount,interest_amount,payment_status,payment_method,days_past_due
PAY00000241,LOAN0005766,2024-02-17,2024-02-13,3110.68,3110.68,1866.41,1244.27,On-Time,Online,0
PAY00000242,LOAN0008373,2024-12-17,2024-11-24,2909.22,2909.22,1745.53,1163.69,On-Time,Online,0
PAY00000243,LOAN0009571,2024-02-15,2024-02-14,354.44,354.44,212.66,141.78,On-Time,ACH,0
PAY00000244,LOAN0002865,2024-03-17,2024-03-21,8547.82,8547.82,5128.69,3419.13,On-Time,ACH,0
PAY00000245,LOAN0007173,2023-02-20,2023-02-10,554.3,554.3,332.58,221.72,On-Time,Wire,0
PAY00000246,LOAN0005858,2023-06-12,2023-05-30,83469.87,0,0.0,0.0,Missed,Wire,0
PAY00000247,LOAN0007328,2023-07-30,2023-07-23,13263.37,10623.03,6373.82,4249.21,Partial,Check,0
PAY00000248,LOAN0009027,2024-10-15,2024-09-15,5957.05,5957.05,3574.23,2382.82,Late,Online,22
PAY00000249,LOAN0001059,2023-03-18,2023-03-04,2614.97,2614.97,1568.98,1045.99,On-Time,ACH,0
PAY00000250,LOAN0001575,2024-10-11,2024-10-04,2437.59,2437.59,1462.55,975.04,On-Time,Auto-Pay,0
PAY00000251,LOAN0007045,2024-04-10,2024-03-21,10423.6,10423.6,6254.16,4169.44,On-Time,Online,0
PAY00000252,LOAN0009351,2023-03-10,2023-02-14,564.3,564.3,338.58,225.72,On-Time,Auto-Pay,0
PAY00000253,LOAN0004675,2024-08-16,2024-07-25,78.66,78.66,47.2,31.46,Late,Wire,20
PAY00000254,LOAN0001267,2024-11-17,2024-11-17,2564.18,2564.18,1538.51,1025.67,Late,ACH,20
PAY00000255,LOAN0004484,2024-12-17,2024-12-22,2642.9,2642.9,1585.74,1057.16,On-Time,Check,0
PAY00000256,LOAN0003245,2024-05-12,2024-04-16,20218.06,20218.06,12130.84,8087.22,On-Time,ACH,0
PAY00000257,LOAN0001915,2024-10-23,2024-10-11,756.09,756.09,453.65,302.44,Late,Check,16
PAY00000258,LOAN0006262,2023-12-29,2023-12-16,234.98,0,0.0,0.0,Missed,Wire,0
PAY00000259,LOAN0005489,2023-01-21,2023-01-22,569.05,569.05,341.43,227.62,On-Time,Online,0
PAY00000260,LOAN0003309,2024-04-30,2024-04-03,21321.39,21321.39,12792.83,8528.56,Late,ACH,1
PAY00000261,LOAN0002049,2024-12-30,2024-12-12,31305.33,31305.33,18783.2,12522.13,Late,Wire,23
PAY00000262,LOAN0002049,2024-09-11,2024-09-02,31305.33,31305.33,18783.2,12522.13,On-Time,Online,0
PAY00000263,LOAN0001360,2024-10-30,2024-10-29,113.56,113.56,68.14,45.42,On-Time,Wire,0
PAY00000264,LOAN0002387,2024-06-16,2024-06-19,4490.27,4490.27,2694.16,1796.11,On-Time,Online,0
PAY00000265,LOAN0008403,2024-07-26,2024-07-21,2948.89,0,0.0,0.0,Missed,Online,0
PAY00000266,LOAN0009163,2024-03-05,2024-02-16,555.48,555.48,333.29,222.19,On-Time,Check,0
PAY00000267,LOAN0006504,2023-08-08,2023-07-10,1746.18,1746.18,1047.71,698.47,On-Time,Auto-Pay,0
PAY00000268,LOAN0006174,2024-07-12,2024-06-22,1087.59,1087.59,652.55,435.04,On-Time,Check,0
PAY00000269,LOAN0008030,2024-10-29,2024-10-07,1348.72,1348.72,809.23,539.49,On-Time,Auto-Pay,0
PAY00000270,LOAN0001967,2024-03-14,2024-03-17,7979.61,7979.61,4787.77,3191.84,On-Time,Online,0
PAY00000271,LOAN0006211,2024-11-18,2024-11-04,1939.64,1512.14,907.28,604.86,Partial,Online,0
PAY00000272,LOAN0009217,2024-11-05,2024-10-07,779.42,779.42,467.65,311.77,On-Time,Online,0
PAY00000273,LOAN0001179,2023-08-26,2023-07-28,756.99,756.99,454.19,302.8,On-Time,Check,0
PAY00000274,LOAN0006516,2023-12-04,2023-11-14,613.47,0,0.0,0.0,Missed,Auto-Pay,0
PAY00000275,LOAN0001792,2023-05-03,2023-04-21,1615.32,1615.32,969.19,646.13,On-Time,Wire,0
PAY00000276,LOAN0000139,2024-12-10,2024-11-29,300.62,300.62,180.37,120.25,Late,Wire,0
PAY00000277,LOAN0004559,2024-05-08,2024-04-17,700.04,265.19,159.11,106.08,Partial,Auto-Pay,0
PAY00000278,LOAN0005270,2023-04-15,2023-03-30,2623.31,2623.31,1573.99,1049.32,On-Time,ACH,0
PAY00000279,LOAN0002335,2024-07-23,2024-07-09,1209.99,1209.99,725.99,484.0,On-Time,Wire,0
PAY00000280,LOAN0000740,2023-03-02,2023-02-24,2180.61,2180.61,1308.37,872.24,On-Time,Online,0
PAY00000281,LOAN0003245,2023-01-27,2023-01-05,20218.06,7846.04,4707.62,3138.42,Partial,Check,0
PAY00000282,LOAN0006455,2024-05-27,2024-05-10,1215.27,2399.67,1439.8,959.87,Extra,ACH,0
PAY00000283,LOAN0006587,2024-10-19,2024-09-28,2228.73,2228.73,1337.24,891.49,On-Time,Online,0
PAY00000284,LOAN0004961,2023-01-29,2023-01-12,708.42,708.42,425.05,283.37,On-Time,Auto-Pay,0
PAY00000285,LOAN0006767,2023-11-10,2023-10-12,1000.61,1000.61,600.37,400.24,On-Time,Online,0
PAY00000286,LOAN0001138,2023-06-19,2023-06-10,5598.62,5598.62,3359.17,2239.45,On-Time,Wire,0
PAY00000287,LOAN0001709,2023-02-17,2023-02-09,214.0,214.0,128.4,85.6,On-Time,Online,0
PAY00000288,LOAN0009970,2024-04-13,2024-04-01,17448.71,17448.71,10469.23,6979.48,Late,Online,1
PAY00000289,LOAN0001593,2023-06-24,2023-05-25,223.5,223.5,134.1,89.4,On-Time,Online,0
PAY00000290,LOAN0002227,2023-12-18,2023-12-21,396.75,295.24,177.14,118.1,Partial,Online,0
PAY00000291,LOAN0001178,2024-03-06,2024-02-05,601.14,601.14,360.68,240.46,On-Time,Check,0
PAY00000292,LOAN0000906,2024-05-13,2024-05-11,4815.25,4815.25,2889.15,1926.1,On-Time,Check,0
PAY00000293,LOAN0004326,2024-02-06,2024-01-15,877.91,877.91,526.75,351.16,On-Time,Online,0
PAY00000294,LOAN0008232,2024-05-26,2024-05-25,939.8,0,0.0,0.0,Missed,Check,0
PAY00000295,LOAN0007229,2024-11-27,2024-11-10,1836.51,1836.51,1101.91,734.6,On-Time,ACH,0
PAY00000296,LOAN0003506,2024-04-29,2024-04-13,529.42,529.42,317.65,211.77,On-Time,Wire,0
PAY00000297,LOAN0008768,2024-01-31,2024-01-15,30284.61,30284.61,18170.77,12113.84,On-Time,Online,0
PAY00000298,LOAN0009327,2024-05-06,2024-05-08,170.08,0,0.0,0.0,Missed,Wire,0
PAY00000299,LOAN0005245,2023-12-26,2023-12-07,290.47,290.47,174.28,116.19,On-Time,ACH,0
PAY00000300,LOAN0006222,2024-02-19,2024-02-02,19416.82,17397.06,10438.24,6958.82,Partial,ACH,0
PAY00000301,LOAN0009280,2024-11-24,2024-11-04,1306.78,1306.78,784.07,522.71,On-Time,Wire,0
PAY00000302,LOAN0006557,2023-01-30,2023-01-19,1076.09,1076.09,645.65,430.44,On-Time,Auto-Pay,0
PAY00000303,LOAN0005946,2023-03-09,2023-02-28,883.87,883.87,530.32,353.55,On-Time,Check,0
PAY00000304,LOAN0003139,2023-09-15,2023-08-17,5752.11,5752.11,3451.27,2300.84,On-Time,Wire,0
PAY00000305,LOAN0005326,2023-01-06,2023-01-11,503.66,503.66,302.2,201.46,On-Time,ACH,0
PAY00000306,LOAN0004713,2024-11-11,2024-11-07,744.24,744.24,446.54,297.7,On-Time,Wire,0
PAY00000307,LOAN0003262,2023-02-19,2023-02-08,1677.11,1677.11,1006.27,670.84,On-Time,Online,0
PAY00000308,LOAN0002679,2024-08-13,2024-07-26,861.22,861.22,516.73,344.49,On-Time,Check,0
PAY00000309,LOAN0002614,2023-10-04,2023-09-21,833.58,833.58,500.15,333.43,On-Time,Auto-Pay,0
PAY00000310,LOAN0004830,2024-09-01,2024-09-04,785.41,785.41,471.25,314.16,On-Time,Online,0
PAY00000311,LOAN0004361,2023-12-23,2023-12-18,1668.0,1668.0,1000.8,667.2,On-Time,Auto-Pay,0
PAY00000312,LOAN0006821,2023-11-27,2023-11-22,1032.27,1032.27,619.36,412.91,On-Time,Online,0
PAY00000313,LOAN0005651,2023-08-13,2023-07-28,331.56,331.56,198.94,132.62,On-Time,Online,0
PAY00000314,LOAN0007657,2023-03-16,2023-02-27,28408.66,28408.66,17045.2,11363.46,Late,Check,0
PAY00000315,LOAN0003219,2023-01-05,2022-12-07,21734.1,21734.1,13040.46,8693.64,On-Time,ACH,0
PAY00000316,LOAN0004406,2023-08-16,2023-08-16,427.13,427.13,256.28,170.85,On-Time,Check,0
PAY00000317,LOAN0001213,2023-01-05,2022-12-29,17660.68,17660.68,10596.41,7064.27,On-Time,ACH,0
PAY00000318,LOAN0002572,2024-12-26,2024-12-11,14707.02,14707.02,8824.21,5882.81,Late,Check,0
PAY00000319,LOAN0009904,2024-07-25,2024-07-10,26402.32,26402.32,15841.39,10560.93,On-Time,Check,0
PAY00000320,LOAN0003200,2024-04-03,2024-03-14,18283.92,18283.92,10970.35,7313.57,On-Time,Wire,0
PAY00000321,LOAN0000740,2023-04-27,2023-04-10,2180.61,1652.99,991.79,661.2,Partial,Check,0
PAY00000322,LOAN0003981,2024-01-24,2024-01-05,1766.3,1190.0,714.0,476.0,Partial,Check,0
PAY00000323,LOAN0008025,2024-04-11,2024-03-19,489.92,489.92,293.95,195.97,On-Time,ACH,0
PAY00000324,LOAN0002614,2023-10-02,2023-09-27,833.58,833.58,500.15,333.43,On-Time,Online,0
PAY00000325,LOAN0009436,2024-02-02,2024-02-03,2944.54,2944.54,1766.72,1177.82,On-Time,Check,0
PAY00000326,LOAN0008121,2023-12-06,2023-12-09,5035.0,5035.0,3021.0,2014.0,On-Time,Online,0
PAY00000327,LOAN0002533,2024-01-06,2023-12-23,492.11,492.11,295.27,196.84,On-Time,Wire,0
PAY00000328,LOAN0002552,2023-12-15,2023-12-03,3099.44,0,0.0,0.0,Missed,Auto-Pay,0
PAY00000329,LOAN0006951,2024-10-19,2024-09-19,3470.35,3470.35,2082.21,1388.14,On-Time,Wire,0
PAY00000330,LOAN0006732,2023-05-21,2023-05-16,6060.4,6060.4,3636.24,2424.16,On-Time,Check,0
PAY00000331,LOAN0004311,2024-04-16,2024-04-12,1543.04,1543.04,925.82,617.22,Late,Online,0
PAY00000332,LOAN0009571,2023-08-20,2023-08-16,354.44,354.44,212.66,141.78,On-Time,ACH,0
PAY00000333,LOAN0004452,2023-09-05,2023-09-02,8630.23,17016.47,10209.88,6806.59,Extra,Check,0
PAY00000334,LOAN0006837,2024-11-30,2024-11-14,383.38,383.38,230.03,153.35,On-Time,Check,0
PAY00000335,LOAN0005499,2023-08-29,2023-08-15,2177.65,2177.65,1306.59,871.06,On-Time,Check,0
PAY00000336,LOAN0000846,2024-06-20,2024-06-21,434.77,434.77,260.86,173.91,On-Time,ACH,0
PAY00000337,LOAN0008309,2023-12-15,2023-11-16,319.87,319.87,191.92,127.95,On-Time,ACH,0
PAY00000338,LOAN0004686,2023-09-15,2023-09-18,30078.17,30078.17,18046.9,12031.27,Late,Check,17
PAY00000339,LOAN0000894,2024-01-10,2023-12-19,1668.64,2311.92,1387.15,924.77,Extra,ACH,0
PAY00000340,LOAN0003522,2023-05-06,2023-05-02,825.43,825.43,495.26,330.17,On-Time,Wire,0
PAY00000341,LOAN0006728,2023-08-05,2023-07-11,1227.87,1227.87,736.72,491.15,On-Time,Wire,0
PAY00000342,LOAN0000382,2024-04-21,2024-04-23,3303.17,3303.17,1981.9,1321.27,On-Time,Auto-Pay,0
PAY00000343,LOAN0004248,2024-01-21,2024-01-17,1000.46,1000.46,600.28,400.18,On-Time,Check,0
PAY00000344,LOAN0009678,2023-09-03,2023-08-22,710.49,710.49,426.29,284.2,On-Time,Check,0
PAY00000345,LOAN0002049,2023-05-29,2023-05-24,31305.33,31305.33,18783.2,12522.13,On-Time,Online,0
PAY00000346,LOAN0007273,2023-09-11,2023-09-14,189.04,189.04,113.42,75.62,Late,ACH,15
PAY00000347,LOAN0005265,2023-11-16,2023-11-12,15526.57,15526.57,9315.94,6210.63,On-Time,Check,0
PAY00000348,LOAN0002951,2023-03-10,2023-02-12,672.55,672.55,403.53,269.02,On-Time,Auto-Pay,0
PAY00000349,LOAN0003927,2023-05-14,2023-05-01,321.52,321.52,192.91,128.61,Late,Auto-Pay,0
PAY00000350,LOAN0001967,2024-03-07,2024-03-02,7979.61,7979.61,4787.77,3191.84,Late,Online,0
PAY00000351,LOAN0006790,2023-12-04,2023-11-04,1240.18,1240.18,744.11,496.07,On-Time,Wire,0
PAY00000352,LOAN0002165,2023-12-09,2023-11-13,902.63,902.63,541.58,361.05,On-Time,Online,0
PAY00000353,LOAN0009571,2023-03-11,2023-03-11,354.44,354.44,212.66,141.78,On-Time,Auto-Pay,0
PAY00000354,LOAN0003679,2023-05-23,2023-05-23,1680.34,1680.34,1008.2,672.14,On-Time,Check,0
PAY00000355,LOAN0003992,2023-05-06,2023-05-06,1528.32,1528.32,916.99,611.33,Late,Check,6
PAY00000356,LOAN0006846,2023-06-28,2023-06-08,5276.34,5276.34,3165.8,2110.54,Late,Auto-Pay,29
PAY00000357,LOAN0002663,2023-05-21,2023-05-03,24010.7,0,0.0,0.0,Missed,Wire,0
PAY00000358,LOAN0007199,2023-10-10,2023-09-15,1314.05,0,0.0,0.0,Missed,ACH,0
PAY00000359,LOAN0006505,2024-11-25,2024-10-26,280.48,280.48,168.29,112.19,On-Time,Auto-Pay,0
PAY00000360,LOAN0003919,2023-03-31,2023-03-05,833.26,833.26,499.96,333.3,On-Time,Wire,0
PAY00000361,LOAN0004826,2023-09-29,2023-09-12,343.67,343.67,206.2,137.47,On-Time,Online,0
PAY00000362,LOAN0000971,2023-12-04,2023-11-10,18279.2,18279.2,10967.52,7311.68,On-Time,Online,0
PAY00000363,LOAN0002425,2023-09-04,2023-08-30,1024.91,1024.91,614.95,409.96,On-Time,Auto-Pay,0
PAY00000364,LOAN0007617,2023-12-08,2023-11-10,6237.33,0,0.0,0.0,Missed,Online,0
PAY00000365,LOAN0000971,2023-06-01,2023-06-04,18279.2,18279.2,10967.52,7311.68,On-Time,Online,0
PAY00000366,LOAN0009902,2024-07-03,2024-07-06,3720.66,3720.66,2232.4,1488.26,Late,Auto-Pay,0
PAY00000367,LOAN0005400,2023-01-14,2022-12-24,1967.07,0,0.0,0.0,Missed,Online,0
PAY00000368,LOAN0000906,2024-07-19,2024-06-27,4815.25,4815.25,2889.15,1926.1,On-Time,Wire,0
PAY00000369,LOAN0009874,2023-04-20,2023-04-24,941.3,941.3,564.78,376.52,On-Time,Auto-Pay,0
PAY00000370,LOAN0003010,2023-06-14,2023-06-11,3964.3,3964.3,2378.58,1585.72,On-Time,Auto-Pay,0
PAY00000371,LOAN0006041,2023-08-02,2023-07-24,31911.58,31911.58,19146.95,12764.63,On-Time,Online,0
PAY00000372,LOAN0007183,2024-03-20,2024-03-15,2732.96,2732.96,1639.78,1093.18,On-Time,Online,0
PAY00000373,LOAN0006666,2024-04-17,2024-04-08,332.9,332.9,199.74,133.16,Late,Online,27
PAY00000374,LOAN0003102,2023-03-22,2023-03-19,1066.52,1066.52,639.91,426.61,On-Time,ACH,0
PAY00000375,LOAN0009288,2024-04-16,2024-03-29,3093.77,3093.77,1856.26,1237.51,On-Time,Wire,0
PAY00000376,LOAN0006545,2023-09-13,2023-08-20,623.04,623.04,373.82,249.22,On-Time,Check,0
PAY00000377,LOAN0008608,2023-04-23,2023-04-23,14976.53,14976.53,8985.92,5990.61,On-Time,Online,0
PAY00000378,LOAN0003744,2024-11-13,2024-10-30,1417.02,1417.02,850.21,566.81,On-Time,Online,0
PAY00000379,LOAN0007584,2023-09-25,2023-09-01,24682.76,24682.76,14809.66,9873.1,On-Time,Wire,0
PAY00000380,LOAN0009120,2023-05-23,2023-05-19,1565.91,1565.91,939.55,626.36,On-Time,ACH,0
PAY00000381,LOAN0006840,2023-10-30,2023-10-25,4433.21,4433.21,2659.93,1773.28,On-Time,Online,0
PAY00000382,LOAN0008226,2023-09-11,2023-08-19,16670.89,16670.89,10002.53,6668.36,On-Time,ACH,0
PAY00000383,LOAN0009281,2024-11-02,2024-10-19,1587.37,1587.37,952.42,634.95,On-Time,ACH,0
PAY00000384,LOAN0008060,2024-01-24,2023-12-26,31772.96,31772.96,19063.78,12709.18,On-Time,Wire,0
PAY00000385,LOAN0004128,2024-09-02,2024-08-03,1180.96,1180.96,708.58,472.38,Late,Check,0
PAY00000386,LOAN0006047,2024-09-06,2024-08-22,3262.45,3262.45,1957.47,1304.98,On-Time,Wire,0
PAY00000387,LOAN0005313,2024-07-11,2024-07-12,87311.0,87311.0,52386.6,34924.4,On-Time,Wire,0
PAY00000388,LOAN0007953,2024-04-25,2024-04-15,18818.89,18818.89,11291.33,7527.56,On-Time,Online,0
PAY00000389,LOAN0001174,2023-05-12,2023-05-08,22377.78,22377.78,13426.67,8951.11,Late,Wire,17
PAY00000390,LOAN0000360,2023-04-30,2023-04-22,1236.36,1487.44,892.46,594.98,Extra,Auto-Pay,0
PAY00000391,LOAN0000322,2024-07-31,2024-07-06,597.63,597.63,358.58,239.05,On-Time,Auto-Pay,0
PAY00000392,LOAN0009785,2024-10-30,2024-11-02,2854.2,2854.2,1712.52,1141.68,Late,Auto-Pay,14
PAY00000393,LOAN0005499,2023-11-17,2023-11-06,2177.65,2177.65,1306.59,871.06,On-Time,ACH,0
PAY00000394,LOAN0003219,2023-12-02,2023-11-28,21734.1,21734.1,13040.46,8693.64,On-Time,Wire,0
PAY00000395,LOAN0007567,2023-09-17,2023-09-18,3660.21,3660.21,2196.13,1464.08,On-Time,Wire,0
PAY00000396,LOAN0002870,2024-02-02,2024-01-08,43.6,43.6,26.16,17.44,On-Time,Check,0
PAY00000397,LOAN0004626,2024-04-10,2024-03-24,120.1,120.1,72.06,48.04,On-Time,Auto-Pay,0
PAY00000398,LOAN0007612,2024-04-10,2024-03-30,462.14,0,0.0,0.0,Missed,ACH,0
PAY00000399,LOAN0002791,2024-09-14,2024-09-12,5322.21,2091.98,1255.19,836.79,Partial,Check,0
PAY00000400,LOAN0000360,2024-02-23,2024-02-28,1236.36,1236.36,741.82,494.54,On-Time,Online,0
PAY00000401,LOAN0005736,2023-12-24,2023-12-03,272.74,272.74,163.64,109.1,On-Time,Auto-Pay,0
PAY00000402,LOAN0003452,2024-12-24,2024-12-06,239.82,152.15,91.29,60.86,Partial,Auto-Pay,0
PAY00000403,LOAN0003778,2023-09-24,2023-09-08,604.59,604.59,362.75,241.84,On-Time,ACH,0
PAY00000404,LOAN0003506,2024-03-18,2024-03-03,529.42,529.42,317.65,211.77,On-Time,Auto-Pay,0
PAY00000405,LOAN0005414,2024-08-10,2024-08-02,3705.16,3705.16,2223.1,1482.06,On-Time,Auto-Pay,0
PAY00000406,LOAN0006481,2024-07-11,2024-07-10,635.21,635.21,381.13,254.08,On-Time,ACH,0
PAY00000407,LOAN0003830,2024-10-05,2024-10-03,1814.36,1814.36,1088.62,725.74,On-Time,ACH,0
PAY00000408,LOAN0000564,2024-12-18,2024-12-11,7482.13,7482.13,4489.28,2992.85,On-Time,Auto-Pay,0
PAY00000409,LOAN0000976,2024-09-26,2024-09-10,1076.74,1076.74,646.04,430.7,On-Time,Auto-Pay,0
PAY00000410,LOAN0003722,2024-05-27,2024-05-04,372.56,372.56,223.54,149.02,Late,ACH,10
PAY00000411,LOAN0002897,2023-11-02,2023-10-12,1062.21,1062.21,637.33,424.88,On-Time,Online,0
PAY00000412,LOAN0002470,2023-03-28,2023-03-03,49.87,49.87,29.92,19.95,On-Time,Online,0
PAY00000413,LOAN0006422,2024-11-20,2024-11-13,1848.03,1848.03,1108.82,739.21,On-Time,Wire,0
PAY00000414,LOAN0009970,2024-11-21,2024-10-30,17448.71,17448.71,10469.23,6979.48,On-Time,Online,0
PAY00000415,LOAN0007515,2023-07-21,2023-07-01,646.84,646.84,388.1,258.74,Late,Online,8
PAY00000416,LOAN0006089,2023-11-08,2023-10-25,576.82,489.61,293.77,195.84,Partial,Auto-Pay,0
PAY00000417,LOAN0008076,2024-06-22,2024-05-26,299.29,299.29,179.57,119.72,On-Time,Online,0
PAY00000418,LOAN0004945,2024-07-06,2024-07-05,1428.64,1428.64,857.18,571.46,On-Time,Wire,0
PAY00000419,LOAN0005509,2024-11-29,2024-11-06,325.18,224.09,134.45,89.64,Partial,Wire,0
PAY00000420,LOAN0007610,2023-04-03,2023-04-07,3042.74,3042.74,1825.64,1217.1,On-Time,Auto-Pay,0
PAY00000421,LOAN0001755,2023-06-08,2023-05-23,1222.36,1222.36,733.42,488.94,On-Time,Auto-Pay,0
PAY00000422,LOAN0000547,2024-05-16,2024-05-15,187.74,187.74,112.64,75.1,On-Time,Online,0
PAY00000423,LOAN0001180,2023-06-07,2023-05-22,1303.37,1303.37,782.02,521.35,On-Time,Check,0
PAY00000424,LOAN0001272,2024-08-09,2024-07-28,388.33,388.33,233.0,155.33,Late,Check,24
PAY00000425,LOAN0003208,2023-03-19,2023-03-05,952.3,952.3,571.38,380.92,On-Time,ACH,0
PAY00000426,LOAN0003410,2023-11-08,2023-10-10,3305.22,3305.22,1983.13,1322.09,Late,Check,1
PAY00000427,LOAN0005320,2023-11-19,2023-11-04,37111.38,62926.91,37756.15,25170.76,Extra,Online,0
PAY00000428,LOAN0005701,2023-10-25,2023-10-21,47990.7,29057.81,17434.69,11623.12,Partial,ACH,0
PAY00000429,LOAN0002935,2023-07-18,2023-06-27,1602.68,1602.68,961.61,641.07,On-Time,Wire,0
PAY00000430,LOAN0007578,2024-06-04,2024-06-09,333.74,333.74,200.24,133.5,Late,Check,19
PAY00000431,LOAN0007907,2023-10-21,2023-10-12,31264.61,31264.61,18758.77,12505.84,On-Time,ACH,0
PAY00000432,LOAN0009230,2024-08-06,2024-08-02,228.11,228.11,136.87,91.24,On-Time,Check,0
PAY00000433,LOAN0009659,2023-01-03,2023-01-02,147.75,147.75,88.65,59.1,On-Time,Online,0
PAY00000434,LOAN0000637,2024-07-08,2024-06-08,885.46,885.46,531.28,354.18,On-Time,Wire,0
PAY00000435,LOAN0006681,2024-07-24,2024-07-14,8407.48,8407.48,5044.49,3362.99,On-Time,Online,0
PAY00000436,LOAN0008239,2023-06-15,2023-06-12,10143.12,10143.12,6085.87,4057.25,On-Time,Wire,0
PAY00000437,LOAN0005146,2023-01-25,2023-01-07,497.81,497.81,298.69,199.12,On-Time,Auto-Pay,0
PAY00000438,LOAN0005139,2024-01-28,2024-01-24,16387.76,16387.76,9832.66,6555.1,On-Time,ACH,0
PAY00000439,LOAN0003916,2023-02-02,2023-01-31,1365.19,1365.19,819.11,546.08,Late,Auto-Pay,17
PAY00000440,LOAN0002513,2024-11-05,2024-10-30,474.28,474.28,284.57,189.71,Late,Auto-Pay,9
PAY00000441,LOAN0004209,2023-10-20,2023-10-19,6876.28,6876.28,4125.77,2750.51,On-Time,Auto-Pay,0
PAY00000442,LOAN0001895,2023-03-07,2023-03-02,714.1,714.1,428.46,285.64,On-Time,Wire,0
PAY00000443,LOAN0006212,2024-06-30,2024-06-04,2199.22,2199.22,1319.53,879.69,Late,Online,29
PAY00000444,LOAN0003286,2024-08-11,2024-08-09,1998.4,1998.4,1199.04,799.36,On-Time,Check,0
PAY00000445,LOAN0008573,2024-08-24,2024-07-27,261.89,261.89,157.13,104.76,On-Time,ACH,0
PAY00000446,LOAN0000638,2023-07-17,2023-07-03,2744.72,2744.72,1646.83,1097.89,On-Time,Auto-Pay,0
PAY00000447,LOAN0008040,2023-03-02,2023-03-02,448.75,448.75,269.25,179.5,On-Time,Online,0
PAY00000448,LOAN0004076,2024-11-14,2024-10-30,590.3,0,0.0,0.0,Missed,ACH,0
PAY00000449,LOAN0009163,2024-01-09,2023-12-27,555.48,555.48,333.29,222.19,On-Time,Auto-Pay,0
PAY00000450,LOAN0005742,2023-12-01,2023-11-18,673.11,673.11,403.87,269.24,On-Time,ACH,0
PAY00000451,LOAN0005941,2023-06-17,2023-05-27,813.41,813.41,488.05,325.36,On-Time,Wire,0
PAY00000452,LOAN0005657,2024-10-15,2024-09-18,1116.67,1116.67,670.0,446.67,On-Time,Online,0
PAY00000453,LOAN0001479,2024-01-09,2023-12-28,1103.85,1103.85,662.31,441.54,Late,Auto-Pay,19
PAY00000454,LOAN0009785,2023-07-24,2023-07-08,2854.2,2854.2,1712.52,1141.68,On-Time,ACH,0
PAY00000455,LOAN0006302,2023-01-14,2022-12-17,2399.54,2399.54,1439.72,959.82,On-Time,Online,0
PAY00000456,LOAN0009458,2023-12-26,2023-12-28,1108.49,1108.49,665.09,443.4,On-Time,Auto-Pay,0
PAY00000457,LOAN0005492,2023-10-15,2023-10-09,2011.56,2011.56,1206.94,804.62,On-Time,ACH,0
PAY00000458,LOAN0002448,2024-01-10,2024-01-04,1208.23,2162.61,1297.57,865.04,Extra,ACH,0
PAY00000459,LOAN0001655,2023-03-22,2023-02-28,859.74,859.74,515.84,343.9,On-Time,Auto-Pay,0
PAY00000460,LOAN0004251,2024-11-24,2024-10-31,918.85,918.85,551.31,367.54,Late,ACH,29
PAY00000461,LOAN0001021,2024-11-02,2024-10-11,117868.06,117868.06,70720.84,47147.22,On-Time,Auto-Pay,0
PAY00000462,LOAN0005631,2023-12-05,2023-11-20,2413.56,2413.56,1448.14,965.42,On-Time,Auto-Pay,0
PAY00000463,LOAN0007696,2024-11-29,2024-11-06,1701.01,1701.01,1020.61,680.4,On-Time,Check,0
PAY00000464,LOAN0007314,2024-07-08,2024-07-09,53290.47,53290.47,31974.28,21316.19,On-Time,ACH,0
PAY00000465,LOAN0002688,2024-12-04,2024-12-01,16541.07,16541.07,9924.64,6616.43,On-Time,Online,0
PAY00000466,LOAN0000914,2023-04-21,2023-04-09,55206.4,55206.4,33123.84,22082.56,On-Time,Check,0
PAY00000467,LOAN0000470,2023-03-27,2023-02-25,3302.96,3302.96,1981.78,1321.18,On-Time,Wire,0
PAY00000468,LOAN0009171,2023-05-13,2023-05-13,12131.18,12131.18,7278.71,4852.47,On-Time,Online,0
PAY00000469,LOAN0007307,2023-12-28,2023-12-17,604.02,604.02,362.41,241.61,On-Time,ACH,0
PAY00000470,LOAN0005311,2024-04-13,2024-03-15,38254.6,38254.6,22952.76,15301.84,On-Time,ACH,0
PAY00000471,LOAN0002315,2024-08-15,2024-07-18,372.1,372.1,223.26,148.84,On-Time,Online,0
PAY00000472,LOAN0008031,2024-05-13,2024-04-30,786.99,941.77,565.06,376.71,Extra,Online,0
PAY00000473,LOAN0009281,2023-06-05,2023-05-11,1587.37,1587.37,952.42,634.95,On-Time,Online,0
PAY00000474,LOAN0002721,2024-07-03,2024-06-29,1079.09,1079.09,647.45,431.64,On-Time,Auto-Pay,0
PAY00000475,LOAN0005627,2023-12-27,2023-12-01,847.08,847.08,508.25,338.83,On-Time,Wire,0
PAY00000476,LOAN0007410,2024-08-15,2024-08-18,609.81,0,0.0,0.0,Missed,Online,0
PAY00000477,LOAN0006868,2023-04-01,2023-03-05,19415.25,19415.25,11649.15,7766.1,On-Time,Check,0
PAY00000478,LOAN0003541,2024-06-02,2024-05-12,43794.94,43794.94,26276.96,17517.98,On-Time,Online,0
PAY00000479,LOAN0006658,2023-10-20,2023-09-26,11067.92,0,0.0,0.0,Missed,Check,0
PAY00000480,LOAN0002037,2024-12-14,2024-11-30,6714.84,6714.84,4028.9,2685.94,On-Time,Wire,0
PAY00000481,LOAN0002898,2023-11-01,2023-10-14,1464.25,1652.44,991.46,660.98,Extra,Wire,0
